"PDF File Name",Postcode,Retailer,"Offer Name","Offer No.","Customer type","Fuel type",Distributor(s),"Tariff type","Offer type","Release Date","Contract term","Contract expiry details","Bill frequency","All usage Price (exc. GST)","Daily supply charge Price (exc. GST)","First usage Price (exc. GST)","Second usage Price (exc. GST)","Third Usage Price (exc. GST)","Fourth Uage Price (exc. GST)","Fifth Usage Price (exc. GST)","Balance Usage Price",Peak,Shoulder,"Off Peak","Peak - Summer","Peak - Winter","Peak - First usage Price","Peak - Second Usage Price","Peak - Third usage Price","Peak - Fourth Usage Price","Peak - Fifth Usage Price","Peak - Balance Price","Summer Monthly Demand","Winter Monthly Demand","Additional Monthly Demand","First Step","Second Step","Third Step","Fourth Step","Fifth Step","Off peak - Controlled load 1 All controlled load 1 ALL USAGE Price (exc. GST)","Off peak - Controlled load 1 All controlled load 1 Daily Supply Charge Price (exc. GST)","Off peak - Controlled load 2 All controlled load 1 ALL USAGE Price (exc. GST)","Off peak - Controlled load 2 All controlled load 1 Daily Supply Charge Price (exc. GST)",Frequency,"Conditional Discount","Discount %","Discount applicable to","Guaranteed discounts","Discount %","Discount applicability","Are these prices fixed?","Eligibility Criteria","Exit fee 1 year","Exit fee 2 year","Cheque Dishonour payment fee","Contribution Fee","Direct debit dishonour payment fee","Payment processing fee","Disconnection fee","Reconnection fee","Contribution Fee","Other fee","Late payment fee","Credit card payment processing fee","Other fee","Voluntary FiT","GreenPower option",Incentives
electricity-offer-153216-fact-sheet-pdf-5000.pdf,5000,Powerdirect,"Powerdirect South Australia small business electricity market offer - No Exit Fee",POW153216MS,"Small Business",Electricity,"SA Power Networks","Single rate","Market offer",18-May-2016,"Ongoing contract with benefit period","At the end of the 24 month benefit period, your agreement may be extended for a further benefitperiod if we have notified you of that extension and you have not notified us that you do not wishto extend.","Every 3 months",,72.93,28.70,,,,,29.78,,,,,,,,,,,,,,,27.3973,,,,,,,,,"per day",,,,,,,No,"This energy offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$5.00,,5.00,0.75%,$37.40,,,,$12.73,,,,6.82,
electricity-offer-153217-fact-sheet-pdf-5000.pdf,5000,Powerdirect,"Powerdirect South Australia small business electricity market offer - No Exit Fee",POW153217MS,"Small Business",Electricity,"SA Power Networks","Single rate with controlled load","Market offer",18-May-2016,"Ongoing contract with benefit period","At the end of the 24 month benefit period, your agreement may be extended for a further benefitperiod if we have notified you of that extension and you have not notified us that you do not wishto extend.","Every 3 months",,72.93,28.70,,,,,29.78,,,14.31,,,,,,,,,,,,27.3973,,,,,14.31,0.00,,,"per day",,,,,,,No,"This energy offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$5.00,,5.00,0.75%,$37.40,,,,$12.73,,,,6.82,
electricity-offer-153218-fact-sheet-pdf-5000.pdf,5000,Powerdirect,"Powerdirect South Australia small business electricity market offer - No Exit Fee",POW153218MS,"Small Business",Electricity,"SA Power Networks","Time of use","Market offer",18-May-2016,"Ongoing contract with benefit period","At the end of the 24 month benfit period, your agreement may be extended for a further benfitperiod if we have notified you of that extension and you have not notified us that you do not wishto extend.","Every 3 months",32.41,72.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"This energy offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$5.00,,5.00,0.75%,$37.40,,,,$12.73,,,,6.82,
electricity-offer-153236-fact-sheet-pdf-5000.pdf,5000,Powerdirect,"Powerdirect South Australia small business electricity standing offer",POW153236SS,"Small Business",Electricity,"SA Power Networks","Single rate with controlled load","Standing offer",18-May-2016,"No contract term","Bill frequency","Electricity pricing information",,72.93,33.77,,,,,35.04,,,,,,,,,,,,,,,27.3973,,,,,14.31,0.00,,,"per day",,,,,,,No,"This standing offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$5.00,,5.00,0.75%,$37.40,,,,$12.73,,,,,
electricity-offer-153237-fact-sheet-pdf-5000.pdf,5000,Powerdirect,"Powerdirect South Australia small business electricity standing offer",POW153237SS,"Small Business",Electricity,"SA Power Networks","Single rate","Standing offer",18-May-2016,"No contract term","Bill frequency","Electricity pricing information",,89.32,33.77,,,,,35.04,,,,,,,,,,,,,,,27.3973,,,,,,,,,"per day",,,,,,,No,"This standing offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$5.00,,5.00,0.75%,$37.40,,,,$12.73,,,,,
electricity-offer-153238-fact-sheet-pdf-5000.pdf,5000,Powerdirect,"Powerdirect South Australia small business electricity standing offer",POW153238SS,"Small Business",Electricity,"SA Power Networks","Single rate with controlled load","Standing offer",18-May-2016,"No contract term","Bill frequency","Electricity pricing information",,89.32,33.77,,,,,35.04,,,,,,,,,,,,,,,27.3973,,,,,14.31,0.00,,,"per day",,,,,,,No,"This standing offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$5.00,,5.00,0.75%,$37.40,,,,$12.73,,,,,
electricity-offer-153239-fact-sheet-pdf-5000.pdf,5000,Powerdirect,"Powerdirect South Australia small business electricity standing offer",POW153239SS,"Small Business",Electricity,"SA Power Networks","Single rate","Standing offer",18-May-2016,"No contract term","Bill frequency","Electricity pricing information",,72.93,33.77,,,,,35.04,,,,,,,,,,,,,,,27.3973,,,,,,,,,"per day",,,,,,,No,"This standing offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$5.00,,5.00,0.75%,$37.40,,,,$12.73,,,,,
electricity-offer-153240-fact-sheet-pdf-5000.pdf,5000,Powerdirect,"Powerdirect South Australia small business electricity standing offer",POW153240SS,"Small Business",Electricity,"SA Power Networks","Time of use","Standing offer",18-May-2016,"No contract term","Bill frequency","Electricity pricing information",38.13,72.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"This standing offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$5.00,,5.00,0.75%,$37.40,,,,$12.73,,,,,
electricity-offer-153241-fact-sheet-pdf-5000.pdf,5000,Powerdirect,"Powerdirect South Australia small business electricity standing offer",POW153241SS,"Small Business",Electricity,"SA Power Networks","Time of use with controlled load","Standing offer",18-May-2016,"No contract term","Bill frequency","Electricity pricing information",38.13,72.93,,,,,,,,,,,,,,,,,,,,,,,,,,14.31,0.00,,,,,,,,,,No,"This standing offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$5.00,,5.00,0.75%,$37.40,,,,$12.73,,,,,
electricity-offer-153242-fact-sheet-pdf-5000.pdf,5000,Powerdirect,"Powerdirect South Australia small business electricity standing offer",POW153242SS,"Small Business",Electricity,"SA Power Networks","Time of use","Standing offer",18-May-2016,"No contract term","Bill frequency","Electricity pricing information",38.13,89.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"This standing offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$5.00,,5.00,0.75%,$37.40,,,,$12.73,,,,,
electricity-offer-153243-fact-sheet-pdf-5000.pdf,5000,Powerdirect,"Powerdirect South Australia small business electricity standing offer",POW153243SS,"Small Business",Electricity,"SA Power Networks","Time of use with controlled load","Standing offer",18-May-2016,"No contract term","Bill frequency","Electricity pricing information",38.13,89.32,,,,,,,,,,,,,,,,,,,,,,,,,,14.31,0.00,,,,,,,,,,No,"This standing offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$5.00,,5.00,0.75%,$37.40,,,,$12.73,,,,,
electricity-offer-153247-fact-sheet-pdf-2340.pdf,2340,"Simply Energy","NSW Autumn Sale PPD 23 - Time of Use + Controlled Load 1 ESS",SIM153247MR,Residential,Electricity,"Essential Energy","Time of use with controlled load","Market offer",18-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",25.04,134.73,,,,,,,25.04,24.68,15.35,,,,,,,,,,,,,,,,,12.07,0.00,,,,"23% Pay On Time Discount",23%,"Usage charges",,,,No,"You are not eligible for our offer unless we have market contract rates for residential customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria.",$143.00,$49.50,,,,,$216.21,$157.67,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,
electricity-offer-153250-fact-sheet-pdf-2340.pdf,2340,"Simply Energy","NSW Autumn Sale PPD 23 - Time of Use + Controlled Load 2 ESS",SIM153250MR,Residential,Electricity,"Essential Energy","Time of use with controlled load","Market offer",18-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",25.04,134.73,,,,,,,25.04,24.68,15.35,,,,,,,,,,,,,,,,,,,15.26,0.00,,"23% Pay On Time Discount",23%,"Usage charges",,,,No,"You are not eligible for our offer unless we have market contract rates for residential customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria.",$143.00,$49.50,,,,,$216.21,$157.67,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,
electricity-offer-153253-fact-sheet-pdf-2000.pdf,2000,"Simply Energy","NSW Autumn Sale PPD 23 - Time of Use AUS",SIM153253MR,Residential,Electricity,Ausgrid,"Time of use","Market offer",18-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",40.57,82.07,,,,,,,40.57,17.48,13.86,,,,,,,,,,,,,,,,,,,,,,"23% Pay On Time Discount",23%,"Usage charges",,,,No,"You are not eligible for our offer unless we have market contract rates for residential customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria.",$143.00,$49.50,,,,,$182.56,$27.50,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,
electricity-offer-153256-fact-sheet-pdf-2000.pdf,2000,"Simply Energy","NSW Autumn Sale PPD 23 - Time of Use + Controlled Load 1 AUS",SIM153256MR,Residential,Electricity,Ausgrid,"Time of use with controlled load","Market offer",18-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",40.57,85.55,,,,,,,40.57,17.48,13.86,,,,,,,,,,,,,,,,,11.12,0.00,,,,"23% Pay On Time Discount",23%,"Usage charges",,,,No,"You are not eligible for our offer unless we have market contract rates for residential customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria.",$143.00,$49.50,,,,,$182.56,$27.50,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,
electricity-offer-153259-fact-sheet-pdf-2000.pdf,2000,"Simply Energy","NSW Autumn Sale PPD 23 - Time of Use + Controlled Load 2 AUS",SIM153259MR,Residential,Electricity,Ausgrid,"Time of use with controlled load","Market offer",18-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",40.57,95.55,,,,,,,40.57,17.48,13.86,,,,,,,,,,,,,,,,,,,14.86,0.00,,"23% Pay On Time Discount",23%,"Usage charges",,,,No,"You are not eligible for our offer unless we have market contract rates for residential customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria.",$143.00,$49.50,,,,,$182.56,$27.50,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,
electricity-offer-153262-fact-sheet-pdf-2576.pdf,2576,"Simply Energy","NSW Autumn Sale PPD 23 - Time of Use END",SIM153262MR,Residential,Electricity,Endeavour,"Time of use","Market offer",18-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",27.49,88.49,,,,,,,27.49,20.79,15.11,,,,,,,,,,,,,,,,,,,,,,"23% Pay On Time Discount",23%,"Usage charges",,,,No,"You are not eligible for our offer unless we have market contract rates for residential customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria.",$143.00,$49.50,,,,,$216.21,$98.26,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,
